piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
140_Chorale_18_Bass_4	1: 4/4	1: -1	31	31	124.0	46	46	184.0	236.0	98	51	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 18, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 18, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/140_Chorale_18_Bass_4.mscx	False	36-77 (C2-F5)	mxl	Piano	65-77 (F4-F5)	Piano	36-60 (C2-C4)
141_Chorale_18_Bass_5	1: 4/4	1: -1	31	31	124.0	46	46	184.0	236.0	117	67	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 18, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 18, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/141_Chorale_18_Bass_5.mscx	False	36-77 (C2-F5)	mxl	Piano	65-77 (F4-F5)	Piano	36-60 (C2-C4)
142_Chorale_18_Bass_6	1: 4/4	1: -1	31	31	124.0	46	46	184.0	236.0	111	64	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 18, Bass 6						2025-01-31	Linux					"<font size=""15""/><b>Chorale 18, Bass 6</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/142_Chorale_18_Bass_6.mscx	False	36-77 (C2-F5)	mxl	Piano	65-77 (F4-F5)	Piano	36-62 (C2-D4)
143_Chorale_18_Bass_7	1: 4/4	1: -1	31	31	124.0	46	46	184.0	236.0	110	66	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 18, Bass 7						2025-01-31	Linux					"<font size=""15""/><b>Chorale 18, Bass 7</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/143_Chorale_18_Bass_7.mscx	False	36-77 (C2-F5)	mxl	Piano	65-77 (F4-F5)	Piano	36-62 (C2-D4)
144_Chorale_18_Bass_8	1: 4/4	1: -1	31	31	124.0	46	46	184.0	236.0	133	85	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 18, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 18, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/144_Chorale_18_Bass_8.mscx	False	36-77 (C2-F5)	mxl	Piano	65-77 (F4-F5)	Piano	36-62 (C2-D4)
145_Chorale_19_Bass_1	1: 4/4	1: -1	24	24	96.0	24	24	96.0	192.0	81	41	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 19, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/145_Chorale_19_Bass_1.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-57 (D2-A3)
146_Chorale_19_Bass_2	1: 4/4	1: -1	24	24	96.0	24	24	96.0	192.0	81	45	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/146_Chorale_19_Bass_2.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-57 (D2-A3)
147_Chorale_19_Bass_3	1: 4/4	1: -1	24	24	96.0	24	24	96.0	192.0	81	43	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 3						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/147_Chorale_19_Bass_3.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-58 (D2-Bb3)
148_Chorale_19_Bass_4	1: 4/4	1: -1	24	24	96.0	24	24	96.0	190.5	88	52	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 19, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/148_Chorale_19_Bass_4.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-58 (D2-Bb3)
149_Chorale_19_Bass_5	1: 4/4	1: -1	24	24	96.0	24	24	96.0	192.0	86	48	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 19, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/149_Chorale_19_Bass_5.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-58 (D2-Bb3)
14_Chorale_2_Bass_6	1: 4/4	1: 1	27	27	108.0	38	38	152.0	196.0	89	49	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 2, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/14_Chorale_2_Bass_6.mscx	False	38-74 (D2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	38-55 (D2-G3)
150_Chorale_19_Bass_6	1: 4/4	1: -1	24	24	96.0	24	24	96.0	192.0	84	46	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/150_Chorale_19_Bass_6.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-53 (D2-F3)
151_Chorale_19_Bass_7	1: 4/4	1: -1	24	24	96.0	24	24	96.0	188.0	107	75	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/151_Chorale_19_Bass_7.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-62 (D2-D4)
152_Chorale_19_Bass_8	1: 4/4	1: -1	27	27	108.0	27	27	108.0	206.5	133	96	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 19, Bass 8						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/152_Chorale_19_Bass_8.mscx	False	38-77 (D2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	38-58 (D2-Bb3)
153_Chorale_20_Bass_1	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	110	59	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 20, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/153_Chorale_20_Bass_1.mscx	False	38-74 (D2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	38-57 (D2-A3)
154_Chorale_20_Bass_2	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	105	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/154_Chorale_20_Bass_2.mscx	False	42-74 (F#2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	42-60 (F#2-C4)
155_Chorale_20_Bass_3	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	104	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 3						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/155_Chorale_20_Bass_3.mscx	False	43-74 (G2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	43-57 (G2-A3)
156_Chorale_20_Bass_4	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	106	57	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 20, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/156_Chorale_20_Bass_4.mscx	False	43-74 (G2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	43-57 (G2-A3)
157_Chorale_20_Bass_5	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	109	59	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 20, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/157_Chorale_20_Bass_5.mscx	False	43-74 (G2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	43-57 (G2-A3)
158_Chorale_20_Bass_6	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	110	63	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/158_Chorale_20_Bass_6.mscx	False	36-74 (C2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	36-57 (C2-A3)
159_Chorale_20_Bass_7	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	113	64	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/159_Chorale_20_Bass_7.mscx	False	36-74 (C2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	36-57 (C2-A3)
15_Chorale_2_Bass_7	1: 4/4	1: 1	27	27	108.0	38	38	152.0	196.0	95	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 2, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/15_Chorale_2_Bass_7.mscx	False	38-74 (D2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	38-53 (D2-F3)
160_Chorale_20_Bass_8	1: 4/4	1: 0	33	33	132.0	44	44	176.0	240.0	108	60	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 20, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 20, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/160_Chorale_20_Bass_8.mscx	False	38-74 (D2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	38-57 (D2-A3)
161_Chorale_21_Bass_1	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	79	41	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 21, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/161_Chorale_21_Bass_1.mscx	False	41-74 (F2-D5)	mxl	Piano	65-74 (F4-D5)	Piano	41-55 (F2-G3)
162_Chorale_21_Bass_2	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	78	41	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/162_Chorale_21_Bass_2.mscx	False	36-74 (C2-D5)	mxl	Piano	65-74 (F4-D5)	Piano	36-58 (C2-Bb3)
163_Chorale_21_Bass_3	1: 4/4	1: -1	26	26	104.0	35	35	140.0	184.0	84	46	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 3						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/163_Chorale_21_Bass_3.mscx	False	41-74 (F2-D5)	mxl	Piano	65-74 (F4-D5)	Piano	41-58 (F2-Bb3)
164_Chorale_21_Bass_4	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	76	40	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 21, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/164_Chorale_21_Bass_4.mscx	False	41-74 (F2-D5)	mxl	Piano	65-74 (F4-D5)	Piano	41-55 (F2-G3)
165_Chorale_21_Bass_5	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	80	41	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 21, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/165_Chorale_21_Bass_5.mscx	False	41-74 (F2-D5)	mxl	Piano	65-74 (F4-D5)	Piano	41-57 (F2-A3)
166_Chorale_21_Bass_6	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	80	42	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/166_Chorale_21_Bass_6.mscx	False	41-74 (F2-D5)	mxl	Piano	65-74 (F4-D5)	Piano	41-58 (F2-Bb3)
167_Chorale_21_Bass_7	1: 4/4	1: -1	27	27	108.0	36	36	144.0	192.0	76	43	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/167_Chorale_21_Bass_7.mscx	False	41-74 (F2-D5)	mxl	Piano	65-74 (F4-D5)	Piano	41-57 (F2-A3)
168_Chorale_21_Bass_8	1: 4/4	1: -1	27	27	108.0	36	36	144.0	192.0	89	48	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 21, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 21, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/168_Chorale_21_Bass_8.mscx	False	36-74 (C2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	36-57 (C2-A3)
169_Chorale_22_Bass_1	1: 4/4	1: 3	31	31	124.0	41	41	164.0	220.0	94	46	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 22, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/169_Chorale_22_Bass_1.mscx	False	38-76 (D2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	38-59 (D2-B3)
16_Chorale_2_Bass_8	1: 4/4	1: 1	27	27	108.0	38	38	152.0	196.0	108	67	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 2, Bass 8						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/16_Chorale_2_Bass_8.mscx	False	37-74 (C#2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	37-53 (C#2-F3)
170_Chorale_22_Bass_2	1: 4/4	1: 3	31	31	124.0	41	41	164.0	220.0	99	52	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/170_Chorale_22_Bass_2.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-61 (E2-C#4)
171_Chorale_22_Bass_3	1: 4/4	1: 3	31	31	124.0	41	41	164.0	220.0	97	53	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 3						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/171_Chorale_22_Bass_3.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-59 (E2-B3)
172_Chorale_22_Bass_4	1: 4/4	1: 3	31	31	124.0	41	41	164.0	220.0	94	51	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 22, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/172_Chorale_22_Bass_4.mscx	False	42-76 (F#2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	42-57 (F#2-A3)
173_Chorale_22_Bass_5	1: 4/4	1: 3	31	31	124.0	41	41	164.0	220.0	97	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 22, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/173_Chorale_22_Bass_5.mscx	False	38-76 (D2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	38-57 (D2-A3)
174_Chorale_22_Bass_6	1: 4/4	1: 3	31	31	124.0	41	41	164.0	220.0	114	70	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/174_Chorale_22_Bass_6.mscx	False	38-76 (D2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	38-59 (D2-B3)
175_Chorale_22_Bass_7	1: 4/4	1: 3	31	31	124.0	41	41	164.0	220.0	122	75	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/175_Chorale_22_Bass_7.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
176_Chorale_22_Bass_8	1: 4/4	1: 3	31	31	124.0	41	41	164.0	213.0	116	75	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 22, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 22, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/176_Chorale_22_Bass_8.mscx	False	38-76 (D2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	38-57 (D2-A3)
177_Chorale_23_Bass_1	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	87	44	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 23, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/177_Chorale_23_Bass_1.mscx	False	40-74 (E2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	40-57 (E2-A3)
178_Chorale_23_Bass_2	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	88	46	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/178_Chorale_23_Bass_2.mscx	False	36-74 (C2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	36-57 (C2-A3)
179_Chorale_23_Bass_3	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	87	46	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 3						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/179_Chorale_23_Bass_3.mscx	False	40-74 (E2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	40-57 (E2-A3)
17_Chorale_3_Bass_1	1: 4/4	1: 3	25	25	100.0	35	35	140.0	180.0	90	47	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 3, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/17_Chorale_3_Bass_1.mscx	False	45-76 (A2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	45-57 (A2-A3)
180_Chorale_23_Bass_4	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	97	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 23, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/180_Chorale_23_Bass_4.mscx	False	39-74 (D#2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	39-57 (D#2-A3)
181_Chorale_23_Bass_5	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	94	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 23, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/181_Chorale_23_Bass_5.mscx	False	40-74 (E2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	40-57 (E2-A3)
182_Chorale_23_Bass_6	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	92	51	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/182_Chorale_23_Bass_6.mscx	False	36-74 (C2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	36-53 (C2-F3)
183_Chorale_23_Bass_7	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	96	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/183_Chorale_23_Bass_7.mscx	False	36-74 (C2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	36-55 (C2-G3)
184_Chorale_23_Bass_8	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	86	45	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 23, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/184_Chorale_23_Bass_8.mscx	False	36-74 (C2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	36-55 (C2-G3)
185_Chorale_23_Bass_9	1: 4/4	1: 0	28	28	112.0	37	37	148.0	200.0	90	53	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 23, Bass 9						2025-01-31	Linux					"<font size=""15""/><b>Chorale 23, Bass 9</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/185_Chorale_23_Bass_9.mscx	False	36-74 (C2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	36-53 (C2-F3)
18_Chorale_3_Bass_2	1: 4/4	1: 3	25	25	100.0	35	35	140.0	180.0	94	52	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/18_Chorale_3_Bass_2.mscx	False	44-76 (G#2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	44-59 (G#2-B3)
19_Chorale_3_Bass_3	1: 4/4	1: 3	25	25	100.0	35	35	140.0	180.0	94	51	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 3						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/19_Chorale_3_Bass_3.mscx	False	41-76 (E#2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	41-59 (E#2-B3)
20_Chorale_3_Bass_4	1: 4/4	1: 3	26	26	104.0	36	36	144.0	184.0	93	53	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 3, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/20_Chorale_3_Bass_4.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-59 (E2-B3)
21_Chorale_3_Bass_5	1: 4/4	1: 3	25	25	100.0	35	35	140.0	180.0	92	50	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 3, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/21_Chorale_3_Bass_5.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
22_Chorale_3_Bass_6	1: 4/4	1: 3	25	25	100.0	35	35	140.0	180.0	89	49	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/22_Chorale_3_Bass_6.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
23_Chorale_3_Bass_7	1: 4/4	1: 3	25	25	100.0	35	35	140.0	180.0	95	53	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/23_Chorale_3_Bass_7.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
24_Chorale_3_Bass_8	1: 4/4	1: 3	27	27	108.0	37	37	148.0	196.0	99	57	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 3, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 3, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/24_Chorale_3_Bass_8.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
