mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3	2
1	1	0	0	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	0
1	1	1	1	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		4	52	E3	3	3
1	1	2	2	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	53	F3	3	4
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	1
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	5
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		4	52	E3	3	8
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	6
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		3	45	A2	2	9
2	2	6	6	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	50	D3	3	10
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	65	F4	4	7
2	2	7	7	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		8	44	G#2	2	11
3	3	8	8	3.0	0	0	4/4	2	1	3/4		1/2	3/2		3	45	A2	2	13
3	3	8	8	4.0	0	0	4/4	1	1	1		1	1		4	64	E4	4	12
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	14
4	4	12	12	1.0	0	0	4/4	2	1	1/4		1/4	1		6	42	F#2	2	16
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		2	62	D4	4	15
4	4	13	13	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	17
4	4	14	14	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	38	D2	2	18
5	5	16	16	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	19
5	5	17	17	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	21
5	5	18	18	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	53	F3	3	22
5	5	18	18	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	20
5	5	19	19	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	23
6	6	20	20	1.0	0	0	4/4	2	1	1/4		1/4	1		1	55	G3	3	26
6	6	20	20	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	24
6	6	21	21	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	27
6	6	22	22	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	28
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	25
6	6	23	23	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	29
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	30
7	7	24	24	1.0	0	0	4/4	2	1	1/4		1/4	1		-1	53	F3	3	32
7	7	24	24	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	31
7	7	25	25	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	55	G3	3	33
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	34
7	7	26	26	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	35
7	7	27	27	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	36
8	8	28	28	4.0	0	0	4/4	2	1	1		1	1		3	57	A3	3	38
8	8	28	28	4.0	0	0	4/4	1	1	1		1	1		7	73	C#5	5	37
9	9	32	32	2.0	0	0	4/4	2	1	1/2		1/2	1		-2	58	Bb3	3	42
9	9	32	32	2.0	0	0	4/4	1	1	1/2		1/2	1		2	74	D5	5	39
9	9	34	34	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		4	76	E5	5	40
9	9	34	34	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		3	57	A3	3	43
9	9	34	34	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	77	F5	5	41
9	9	35	35	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		8	56	G#3	3	44
10	10	36	36	1.0	0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	47
10	10	36	36	2.0	0	0	4/4	1	1	1/2		1/2	1		4	76	E5	5	45
10	10	37	37	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		4	52	E3	3	48
10	10	38	38	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		3	57	A3	3	49
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	46
10	10	39	39	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	50
11	11	40	40	1.0	0	0	4/4	2	1	1/4		1/4	1		6	54	F#3	3	52
11	11	40	40	4.0	0	0	4/4	1	1	1		1	1	1	2	74	D5	5	51
11	11	41	41	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	53
11	11	42	42	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	55	G3	3	54
12	12	44	44	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	56
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1	-1	2	74	D5	5	55
