mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	1
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	0
2	2	4	4	2.0	0	0	4/4	2	1	1/2		1/2	1		7	49	C#3	3	5
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	2
2	2	6	6	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		5	71	B4	4	3
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	6
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	4
3	3	8	8	1.0	0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3	9
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	7
3	3	9	9	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		4	52	E3	3	10
3	3	10	10	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		6	54	F#3	3	11
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	8
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		4	52	E3	3	12
4	4	12	12	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	15
4	4	12	12	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	13
4	4	14	14	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	16
4	4	14	14	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	14
5	5	16	16	4.0	0	0	4/4	2	1	1		1	1		3	45	A2	2	18
5	5	16	16	4.0	0	0	4/4	1	1	1		1	1		7	73	C#5	5	17
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	20
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	19
7	7	24	24	0.0	0	0	4/4	1	1	0	grace4	1/4	1		5	71	B4	4	21
7	7	24	24	3.0	0	0	4/4	2	1	3/4		1/2	3/2		3	57	A3	3	24
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		7	73	C#5	5	22
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	23
7	7	27	27	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	25
7	7	55/2	55/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	26
8	8	28	28	1.0	0	0	4/4	2	1	1/4		1/4	1		8	56	G#3	3	30
8	8	28	28	2.0	0	0	4/4	1	1	1/2		1/2	1		4	76	E5	5	27
8	8	29	29	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		4	52	E3	3	31
8	8	30	30	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		2	74	D5	5	28
8	8	30	30	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1	1	3	57	A3	3	32
8	8	30	30	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	29
9	9	32	32	2.0	0	0	4/4	2	1	1/2		1/2	1	-1	3	57	A3	3	36
9	9	32	32	1.0	0	0	4/4	1	1	1/4		1/4	1		5	71	B4	4	33
9	9	33	33	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		3	69	A4	4	34
9	9	34	34	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		8	56	G#3	3	37
9	9	34	34	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	35
10	10	36	36	4.0	0	0	4/4	2	1	1		1	1		3	57	A3	3	39
10	10	36	36	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	38
11	11	42	42	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	41
11	11	42	42	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	40
12	12	44	44	2.0	0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	44
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1		7	73	C#5	5	42
12	12	46	46	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	45
12	12	46	46	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	43
13	13	48	48	2.0	0	0	4/4	2	1	1/2		1/2	1		7	49	C#3	3	48
13	13	48	48	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	46
13	13	50	50	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		5	47	B2	2	49
13	13	50	50	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		8	68	G#4	4	47
14	14	52	52	2.0	0	0	4/4	2	1	1/2		1/2	1		7	49	C#3	3	53
14	14	52	52	1.0	0	0	4/4	1	1	1/4		1/4	1		3	69	A4	4	50
14	14	53	53	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		5	71	B4	4	51
14	14	54	54	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	54
14	14	54	54	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	52
15	15	56	56	4.0	0	0	4/4	2	1	1		1	1		4	52	E3	3	56
15	15	56	56	4.0	0	0	4/4	1	1	1		1	1		5	71	B4	4	55
16	16	62	62	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	58
16	16	62	62	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	57
17	17	64	64	2.0	0	0	4/4	2	1	1/2		1/2	1		7	49	C#3	3	61
17	17	64	64	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	59
17	17	66	66	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		5	47	B2	2	62
17	17	66	66	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		8	68	G#4	4	60
18	18	68	68	2.0	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	65
18	18	68	68	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	63
18	18	70	70	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		8	44	G#2	2	66
18	18	70	70	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	64
19	19	72	72	2.0	0	0	4/4	2	1	1/2		1/2	1		6	42	F#2	2	69
19	19	72	72	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	67
19	19	74	74	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	70
19	19	74	74	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	68
20	20	76	76	4.0	0	0	4/4	2	1	1		1	1		11	41	E#2	2	72
20	20	76	76	4.0	0	0	4/4	1	1	1		1	1		7	73	C#5	5	71
21	21	82	82	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57	A3	3	74
21	21	82	82	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	73
22	22	84	84	0.0	0	0	4/4	1	1	0	grace4	1/4	1		5	71	B4	4	75
22	22	84	84	2.0	0	0	4/4	2	1	1/2		1/2	1		1	55	G3	3	78
22	22	84	84	2.0	0	0	4/4	1	1	1/2		1/2	1		7	73	C#5	5	76
22	22	86	86	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		6	54	F#3	3	79
22	22	86	86	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	77
23	23	88	88	2.0	0	0	4/4	2	1	1/2		1/2	1		8	56	G#3	3	83
23	23	88	88	2.0	0	0	4/4	1	1	1/2		1/2	1		4	76	E5	5	80
23	23	90	90	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		2	74	D5	5	81
23	23	90	90	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57	A3	3	84
23	23	90	90	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	82
24	24	92	92	2.0	0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	88
24	24	92	92	1.0	0	0	4/4	1	1	1/4		1/4	1		5	71	B4	4	85
24	24	93	93	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		3	69	A4	4	86
24	24	94	94	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		11	53	E#3	3	89
24	24	94	94	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	87
25	25	96	96	1.0	0	0	4/4	2	1	1/4		1/4	1		6	54	F#3	3	91
25	25	96	96	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	90
25	25	97	97	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		7	49	C#3	3	92
25	25	195/2	195/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	93
25	25	98	98	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	94
