mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	4/4	2	1	1/2		1/2	1		1	55	G3	3	2
1	1	0	0	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	0
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	3
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	1
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3	6
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	4
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		2	38	D2	2	7
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	5
2	2	7	7	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	8
3	3	8	8	0.0	0	0	4/4	1	1	0	grace4	1/4	1		0	72	C5	5	9
3	3	8	8	1.0	0	0	4/4	2	1	1/4		1/4	1		1	55	G3	3	13
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	10
3	3	9	9	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	14
3	3	10	10	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		3	69	A4	4	11
3	3	10	10	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	15
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	12
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	16
4	4	12	12	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	18
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	17
5	5	16	16	2.0	0	0	4/4	2	1	1/2		1/2	1		1	43	G2	2	21
5	5	16	16	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	19
5	5	18	18	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		3	45	A2	2	22
5	5	18	18	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	20
5	5	19	19	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	23
6	6	20	20	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	26
6	6	20	20	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	24
6	6	21	21	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	27
6	6	22	22	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	28
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	25
6	6	23	23	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	29
7	7	24	24	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	32
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	30
7	7	26	26	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	33
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	31
7	7	27	27	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	34
8	8	28	28	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	36
8	8	28	28	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	35
8	8	30	30	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	38	D2	2	37
9	9	32	32	4.0	0	0	4/4	2	1	1		1	1		1	43	G2	2	39
9	9	32	32	4.0	0	0	4/4	1	1	1		1	1		1	67	G4	4	38
10	10	36	36	2.0	0	0	4/4	2	1	1/2		1/2	1		1	43	G2	2	42
10	10	36	36	2.0	0	0	4/4	1	1	1/2		1/2	1		2	62	D4	4	40
10	10	38	38	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		6	42	F#2	2	43
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	62	D4	4	41
11	11	40	40	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	46
11	11	40	40	2.0	0	0	4/4	1	1	1/2		1/2	1		2	62	D4	4	44
11	11	42	42	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	47
11	11	42	42	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	62	D4	4	45
11	11	43	43	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		3	45	A2	2	48
12	12	44	44	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	52
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1		4	64	E4	4	49
12	12	45	45	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		6	42	F#2	2	53
12	12	46	46	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	40	E2	2	54
12	12	46	46	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		3	69	A4	4	50
12	12	47	47	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		1	67	G4	4	51
13	13	48	48	4.0	0	0	4/4	2	1	1		1	1		5	47	B2	2	57
13	13	48	48	2.0	0	0	4/4	1	1	1/2		1/2	1		6	66	F#4	4	55
13	13	50	50	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		6	66	F#4	4	56
14	14	52	52	1.0	0	0	4/4	2	1	1/4		1/4	1		4	52	E3	3	60
14	14	52	52	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	58
14	14	53	53	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	61
14	14	107/2	107/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		0	48	C3	3	62
14	14	54	54	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	63
14	14	54	54	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	59
14	14	55	55	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	64
15	15	56	56	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	67
15	15	56	56	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	65
15	15	57	57	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	68
15	15	115/2	115/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		0	48	C3	3	69
15	15	58	58	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	70
15	15	58	58	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	66
15	15	59	59	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	71
16	16	60	60	1.0	0	0	4/4	2	1	1/4		1/4	1		6	54	F#3	3	74
16	16	60	60	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	72
16	16	61	61	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	75
16	16	62	62	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	G3	3	76
16	16	62	62	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	73
16	16	63	63	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	77
17	17	64	64	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	79
17	17	64	64	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	78
17	17	65	65	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		3	45	A2	2	80
17	17	66	66	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	81
18	18	68	68	4.0	0	0	4/4	2	1	1		1	1		1	43	G2	2	83
18	18	68	68	4.0	0	0	4/4	1	1	1		1	1		1	67	G4	4	82
