mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	2
1	1	0	0	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	0
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	3
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	1
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		5	47	B2	2	6
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	4
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		7	49	C#3	3	7
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1	1	2	50	D3	3	8
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	65	F4	4	5
3	3	8	8	2.0	0	0	4/4	2	1	1/2		1/2	1	-1	2	50	D3	3	10
3	3	8	8	4.0	0	0	4/4	1	1	1		1	1		4	64	E4	4	9
3	3	10	10	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		7	49	C#3	3	11
4	4	12	12	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	13
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		2	62	D4	4	12
5	5	16	16	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	16
5	5	16	16	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	14
5	5	18	18	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		0	48	C3	3	17
5	5	18	18	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	15
6	6	20	20	2.0	0	0	4/4	2	1	1/2		1/2	1		5	47	B2	2	20
6	6	20	20	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	18
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	46	Bb2	2	21
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	19
7	7	24	24	2.0	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	23
7	7	24	24	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	22
7	7	26	26	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		8	44	G#2	2	24
8	8	28	28	4.0	0	0	4/4	2	1	1		1	1		3	45	A2	2	26
8	8	28	28	4.0	0	0	4/4	1	1	1		1	1		7	73	C#5	5	25
9	9	32	32	2.0	0	0	4/4	2	1	1/2		1/2	1		-2	46	Bb2	2	30
9	9	32	32	2.0	0	0	4/4	1	1	1/2		1/2	1		2	74	D5	5	27
9	9	34	34	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		4	76	E5	5	28
9	9	34	34	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		5	47	B2	2	31
9	9	34	34	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	77	F5	5	29
10	10	36	36	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	34
10	10	36	36	2.0	0	0	4/4	1	1	1/2		1/2	1		4	76	E5	5	32
10	10	38	38	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		7	49	C#3	3	35
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	33
11	11	40	40	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	37
11	11	40	40	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	36
12	12	44	44	1.0	0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3	40
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	38
12	12	45	45	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		7	49	C#3	3	41
12	12	46	46	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	50	D3	3	42
12	12	46	46	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	39
12	12	47	47	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	43
13	13	48	48	1.0	0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3	46
13	13	48	48	2.0	0	0	4/4	1	1	1/2		1/2	1		-2	70	Bb4	4	44
13	13	49	49	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-2	46	Bb2	2	47
13	13	50	50	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	53	F3	3	48
13	13	50	50	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	45
