mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	4/4	2	1	1/2		1/2	1		1	43	G2	2	2
1	1	0	0	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	0
1	1	2	2	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		0	48	C3	3	3
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	1
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	4
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		3	45	A2	2	7
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	5
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	8
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		6	42	F#2	2	9
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	6
3	3	8	8	0.0	0	0	4/4	1	1	0	grace4	1/4	1		0	72	C5	5	10
3	3	8	8	2.0	0	0	4/4	2	1	1/2		1/2	1		1	43	G2	2	14
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	11
3	3	10	10	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		3	69	A4	4	12
3	3	10	10	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	15
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	13
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	16
4	4	12	12	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	18
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	17
5	5	16	16	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	21
5	5	16	16	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	19
5	5	17	17	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	22
5	5	18	18	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	23
5	5	18	18	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	20
5	5	19	19	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	24
6	6	20	20	3.0	0	0	4/4	2	1	3/4		1/2	3/2		0	48	C3	3	27
