mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	4/4	2	1	1/2		1/2	1		9	51	D#3	3	3
1	1	0	0	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	0
1	1	2	2	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		3	69	A4	4	1
1	1	2	2	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	4
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	2
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	5
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	8
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	6
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		3	45	A2	2	9
2	2	6	6	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		6	42	F#2	2	10
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	7
2	2	7	7	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	38	D2	2	11
3	3	8	8	0.0	0	0	4/4	1	1	0	grace4	1/4	1		0	72	C5	5	12
3	3	8	8	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	16
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	13
3	3	9	9	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	55	G3	3	17
3	3	19/2	19/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	18
3	3	10	10	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		3	69	A4	4	14
3	3	10	10	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	G3	3	19
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	15
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	20
4	4	12	12	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	22
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	21
5	5	16	16	1.0	0	0	4/4	2	1	1/4		1/4	1		1	55	G3	3	25
5	5	16	16	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	23
5	5	17	17	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	26
5	5	18	18	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	27
5	5	18	18	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	24
5	5	19	19	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	28
6	6	20	20	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	31
6	6	20	20	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	29
6	6	21	21	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	32
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		0	48	C3	3	33
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1	1	1	55	G3	3	34
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	30
7	7	24	24	1.0	0	0	4/4	2	1	1/4		1/4	1	-1	1	55	G3	3	37
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	35
7	7	25	25	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	38
7	7	26	26	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	G3	3	39
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	36
7	7	27	27	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	40
8	8	28	28	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	42
8	8	28	28	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	41
8	8	29	29	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		3	45	A2	2	43
8	8	30	30	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	44
