mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1	1	-1	53	F3	3	1
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	0
2	2	4	4	4.0	0	0	4/4	2	1	1		1	1	0	-1	53	F3	3	4
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	2
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	3
3	3	8	8	4.0	0	0	4/4	2	1	1		1	1	0	-1	53	F3	3	7
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		0	72	C5	5	5
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-2	70	Bb4	4	6
4	4	12	12	4.0	0	0	4/4	2	1	1		1	1	-1	-1	53	F3	3	9
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	8
5	5	18	18	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	11
5	5	18	18	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	10
6	6	20	20	0.0	0	0	4/4	1	1	0	grace4	1/4	1		-2	70	Bb4	4	12
6	6	20	20	4.0	0	0	4/4	2	1	1		1	1		0	48	C3	3	15
6	6	20	20	2.0	0	0	4/4	1	1	1/2		1/2	1		0	72	C5	5	13
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	65	F4	4	14
7	7	24	24	2.0	0	0	4/4	2	1	1/2		1/2	1		-2	46	Bb2	2	18
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	16
7	7	26	26	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		3	45	A2	2	19
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	17
7	7	27	27	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-1	41	F2	2	20
8	8	28	28	1.0	0	0	4/4	2	1	1/4		1/4	1		-2	46	Bb2	2	22
8	8	28	28	4.0	0	0	4/4	1	1	1		1	1		1	67	G4	4	21
8	8	29	29	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	23
8	8	30	30	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		0	48	C3	3	24
9	9	32	32	4.0	0	0	4/4	2	1	1		1	1		-1	41	F2	2	26
