mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	1
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	62	D4	4	0
2	2	4	4	4.0	0	0	4/4	2	1	1		1	1	1	3	57	A3	3	4
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		6	66	F#4	4	2
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	3
3	3	8	8	2.0	0	0	4/4	2	1	1/2		1/2	1	-1	3	57	A3	3	7
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		6	66	F#4	4	5
3	3	10	10	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	55	G3	3	8
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	6
4	4	12	12	2.0	0	0	4/4	2	1	1/2		1/2	1		6	54	F#3	3	10
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	9
4	4	14	14	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57	A3	3	11
5	5	16	16	0.0	0	0	4/4	1	1	0	grace4	1/4	1		1	67	G4	4	12
5	5	16	16	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	14
5	5	16	16	4.0	0	0	4/4	1	1	1		1	1		6	66	F#4	4	13
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	55	G3	3	16
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	15
7	7	24	24	2.0	0	0	4/4	2	1	1/2		1/2	1		9	51	D#3	3	19
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	17
7	7	26	26	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	20
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	18
8	8	28	28	2.0	0	0	4/4	2	1	1/2		1/2	1		6	54	F#3	3	23
8	8	28	28	2.0	0	0	4/4	1	1	1/2		1/2	1		6	66	F#4	4	21
8	8	30	30	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	55	G3	3	24
8	8	30	30	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	22
9	9	32	32	4.0	0	0	4/4	2	1	1		1	1		6	54	F#3	3	26
9	9	32	32	4.0	0	0	4/4	1	1	1		1	1		6	66	F#4	4	25
10	10	38	38	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		5	47	B2	2	28
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	62	D4	4	27
11	11	40	40	2.0	0	0	4/4	2	1	1/2		1/2	1		6	54	F#3	3	31
11	11	40	40	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	29
11	11	42	42	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1	1	1	55	G3	3	32
