mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	2	2	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	1
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	0
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	2
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		7	49	C#3	3	5
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	3
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	6
2	2	6	6	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	7
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	4
2	2	7	7	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-2	46	Bb2	2	8
3	3	8	8	1.0	0	0	4/4	2	1	1/4		1/4	1		3	45	A2	2	11
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		-1	65	F4	4	9
3	3	9	9	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	44	Ab2	2	12
3	3	10	10	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		1	43	G2	2	13
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	10
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		6	42	F#2	2	14
4	4	12	12	4.0	0	0	4/4	2	1	1		1	1		1	43	G2	2	16
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		2	62	D4	4	15
5	5	16	16	4.0	0	0	4/4	2	1	1		1	1		0	48	C3	3	18
5	5	16	16	4.0	0	0	4/4	1	1	1		1	1		4	64	E4	4	17
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	20
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	19
7	7	24	24	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	23
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		0	72	C5	5	21
7	7	26	26	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	53	F3	3	24
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72	C5	5	22
7	7	27	27	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		4	52	E3	3	25
8	8	28	28	2.0	0	0	4/4	2	1	1/2		1/2	1		9	51	D#3	3	28
8	8	28	28	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	26
8	8	30	30	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	29
8	8	30	30	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	27
9	9	32	32	4.0	0	0	4/4	2	1	1		1	1		3	45	A2	2	31
9	9	32	32	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	30
10	10	38	38	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57	A3	3	33
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72	C5	5	32
11	11	40	40	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	37
11	11	40	40	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	34
11	11	42	42	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		3	69	A4	4	35
11	11	42	42	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	38
11	11	42	42	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	36
11	11	43	43	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	39
12	12	44	44	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	42
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	40
12	12	46	46	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		5	47	B2	2	43
12	12	46	46	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	41
13	13	48	48	3.0	0	0	4/4	2	1	3/4		1/2	3/2		3	45	A2	2	45
13	13	48	48	4.0	0	0	4/4	1	1	1		1	1		0	72	C5	5	44
13	13	51	51	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	46
14	14	52	52	4.0	0	0	4/4	2	1	1		1	1		0	48	C3	3	48
14	14	52	52	4.0	0	0	4/4	1	1	1		1	1		0	72	C5	5	47
15	15	58	58	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1	1	0	48	C3	3	50
15	15	58	58	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	49
16	16	60	60	2.0	0	0	4/4	2	1	1/2		1/2	1	-1	0	48	C3	3	53
16	16	60	60	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	51
16	16	62	62	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	46	Bb2	2	54
16	16	62	62	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	52
17	17	64	64	2.0	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	58
17	17	64	64	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	55
17	17	66	66	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		1	67	G4	4	56
17	17	66	66	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	59
17	17	66	66	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	65	F4	4	57
18	18	68	68	4.0	0	0	4/4	2	1	1		1	1		8	44	G#2	2	61
18	18	68	68	4.0	0	0	4/4	1	1	1		1	1		4	64	E4	4	60
19	19	74	74	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	63
19	19	74	74	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72	C5	5	62
20	20	76	76	2.0	0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	67
20	20	76	76	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	64
20	20	78	78	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		0	72	C5	5	65
20	20	78	78	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		6	54	F#3	3	68
20	20	78	78	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	66
20	20	79	79	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		8	56	G#3	3	69
21	21	80	80	2.0	0	0	4/4	2	1	1/2		1/2	1		3	57	A3	3	72
21	21	80	80	2.0	0	0	4/4	1	1	1/2		1/2	1		0	72	C5	5	70
21	21	82	82	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	73
21	21	82	82	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	71
22	22	84	84	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	75
22	22	84	84	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	74
22	22	86	86	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	76
23	23	88	88	4.0	0	0	4/4	2	1	1		1	1		1	43	G2	2	78
23	23	88	88	4.0	0	0	4/4	1	1	1		1	1		5	71	B4	4	77
24	24	94	94	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	43	G2	2	80
24	24	94	94	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	79
25	25	96	96	1.0	0	0	4/4	2	1	1/4		1/4	1		3	45	A2	2	83
25	25	96	96	2.0	0	0	4/4	1	1	1/2		1/2	1		-1	65	F4	4	81
25	25	97	97	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	84
25	25	98	98	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		0	48	C3	3	85
25	25	98	98	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	82
25	25	99	99	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		6	42	F#2	2	86
26	26	100	100	2.0	0	0	4/4	2	1	1/2		1/2	1		1	43	G2	2	89
