mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	43	G2	2	1
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	0
2	2	4	4	2.0	0	0	4/4	2	1	1/2		1/2	1		1	55	G3	3	5
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	2
2	2	6	6	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		0	72	C5	5	3
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		6	54	F#3	3	6
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	4
3	3	8	8	0.0	0	0	4/4	1	1	0	grace4	1/4	1		0	72	C5	5	7
3	3	8	8	2.0	0	0	4/4	2	1	1/2		1/2	1		1	55	G3	3	10
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	8
3	3	10	10	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		6	54	F#3	3	11
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	9
4	4	12	12	2.0	0	0	4/4	2	1	1/2		1/2	1		1	55	G3	3	14
4	4	12	12	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	12
4	4	14	14	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	15
4	4	14	14	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	13
5	5	16	16	4.0	0	0	4/4	2	1	1		1	1		-1	53	F3	3	17
5	5	16	16	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	16
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		7	49	C#3	3	19
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	18
7	7	24	24	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	23
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		2	74	D5	5	20
7	7	26	26	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		0	72	C5	5	21
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	22
8	8	28	28	2.0	0	0	4/4	2	1	1/2		1/2	1		9	51	D#3	3	26
8	8	28	28	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	24
8	8	30	30	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	27
8	8	30	30	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	25
9	9	32	32	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	30
9	9	32	32	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	28
9	9	34	34	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50	D3	3	31
9	9	34	34	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		6	66	F#4	4	29
10	10	36	36	4.0	0	0	4/4	2	1	1		1	1		1	43	G2	2	33
10	10	36	36	4.0	0	0	4/4	1	1	1		1	1		1	67	G4	4	32
11	11	42	42	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		6	42	F#2	2	35
11	11	42	42	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	34
12	12	44	44	2.0	0	0	4/4	2	1	1/2		1/2	1		1	43	G2	2	38
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	36
12	12	46	46	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1	1	1	55	G3	3	39
12	12	46	46	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	37
13	13	48	48	1.0	0	0	4/4	2	1	1/4		1/4	1	-1	1	55	G3	3	42
13	13	48	48	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	40
13	13	49	49	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		6	54	F#3	3	43
13	13	99/2	99/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	44
13	13	50	50	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		6	54	F#3	3	45
13	13	50	50	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74	D5	5	41
13	13	51	51	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	D3	3	46
14	14	52	52	2.0	0	0	4/4	2	1	1/2		1/2	1		-2	58	Bb3	3	49
14	14	52	52	2.0	0	0	4/4	1	1	1/2		1/2	1		2	74	D5	5	47
14	14	54	54	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		3	57	A3	3	50
14	14	54	54	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		7	73	C#5	5	48
14	14	55	55	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	51
15	15	56	56	4.0	0	0	4/4	2	1	1		1	1		6	54	F#3	3	53
15	15	56	56	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	52
16	16	62	62	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	G3	3	55
16	16	62	62	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	54
16	16	63	63	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	56
17	17	64	64	1.0	0	0	4/4	2	1	1/4		1/4	1		4	52	E3	3	59
17	17	64	64	2.0	0	0	4/4	1	1	1/2		1/2	1		0	72	C5	5	57
17	17	65	65	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	60
17	17	66	66	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	50	D3	3	61
17	17	66	66	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	58
17	17	67	67	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		7	49	C#3	3	62
18	18	68	68	1.0	0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3	65
18	18	68	68	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	63
18	18	69	69	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	66
18	18	70	70	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	47	B2	2	67
18	18	70	70	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	64
18	18	71	71	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-2	46	Bb2	2	68
19	19	72	72	1.0	0	0	4/4	2	1	1/4		1/4	1		3	45	A2	2	71
19	19	72	72	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	69
19	19	73	73	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		5	47	B2	2	72
19	19	147/2	147/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		0	48	C3	3	73
19	19	74	74	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	50	D3	3	74
19	19	74	74	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		6	66	F#4	4	70
19	19	75	75	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		2	38	D2	2	75
20	20	76	76	4.0	0	0	4/4	2	1	1		1	1		1	43	G2	2	77
20	20	76	76	4.0	0	0	4/4	1	1	1		1	1		1	67	G4	4	76
