mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0	2.0	0	1/2	Chord	4/4	1	1	1/2	1/2	1	0					
1	0	0	0	2.0	0	1/2	Chord	4/4	2	1	1/2	1/2	1	1					
2	1	2	2	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	2					
2	1	4	4	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	3					
2	1	2	2	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6			
2	1	2	2	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4					
2	1	4	4	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	5					
3	2	6	6	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	6					
3	2	8	8	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	7					
3	2	6	6	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	8					
3	2	8	8	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	9					
4	3	10	10	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	10					
4	3	12	12	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	11					
4	3	10	10	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	12					
4	3	12	12	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	13					
5	4	14	14	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	14					
5	4	16	16	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	15					
5	4	14	14	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	7	#		
5	4	14	14	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	16					
5	4	16	16	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	17					
6	5	18	18	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	18					
6	5	20	20	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	19					
6	5	18	18	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6	5		
6	5	18	18	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	20					
6	5	20	20	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8	#		
6	5	20	20	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	21					
6	5	21	21	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
7	6	22	22	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	22					
7	6	24	24	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	23					
7	6	22	22	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	24					
7	6	24	24	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6			
7	6	24	24	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	25					
8	7	26	26	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	26					
8	7	28	28	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	27					
8	7	26	26	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	28					
8	7	28	28	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6			
8	7	28	28	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	29					
8	7	29	29	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	30					
9	8	30	30	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	31					
9	8	32	32	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	32					
9	8	30	30	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	33					
9	8	32	32	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	34					
10	9	34	34	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	35					
10	9	36	36	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	36					
10	9	34	34	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
10	9	34	34	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	37					
10	9	35	35	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5			
10	9	36	36	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8	#		
10	9	36	36	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	38					
10	9	37	37	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
11	10	38	38	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	39					
11	10	40	40	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	40					
11	10	38	38	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	41					
11	10	40	40	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	42					
12	11	42	42	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	43					
12	11	44	44	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	44					
12	11	42	42	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
12	11	42	42	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45					
12	11	43	43	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	_			
12	11	43	43	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	46					
12	11	44	44	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	47					
13	12	46	46	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	48					0
13	12	48	48	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	49					
13	12	46	46	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	50					
13	12	48	48	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6			
13	12	48	48	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	51					
14	13	50	50	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	52					
14	13	52	52	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	53					
14	13	50	50	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	54					
14	13	52	52	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	5	#		
14	13	52	52	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	55					
14	13	53	53	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
15	14	54	54	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	56					
15	14	54	54	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	57					
16	15	58	58	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	58					
16	15	60	60	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	59					
16	15	58	58	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6			
16	15	58	58	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	60					
16	15	60	60	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	61					
17	16	62	62	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	62					
17	16	64	64	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	63					
17	16	62	62	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	64					
17	16	64	64	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	65					
18	17	66	66	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	66					
18	17	68	68	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	67					
18	17	66	66	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
18	17	66	66	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	68					
18	17	67	67	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5			
18	17	68	68	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8	#		
18	17	68	68	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	69					
18	17	69	69	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
19	18	70	70	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	70					
19	18	72	72	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	71					
19	18	70	70	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	72					
19	18	72	72	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	73					
