mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	47				
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	6		
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	48				
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	49				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	50				
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	51				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	8		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	52				
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	7		
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	53				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	7		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	54				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0				1	8	3	
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1	1	1	55				
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1	1	1	56				
