mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1					
2	2	4	4	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	6			
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	2					
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	7__	6__	3__	
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	3					
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	_	_		
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4					
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2			_	
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	5					0
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	6					
2	2	8	8	0.0	1	1	FiguredBass	4/4	2	1	0				1/2			3	
3	3	8	8	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	3	5		
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	7					
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	4__	2__		
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	8					
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				3/4	_	_		
3	3	8	8	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	9					
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	10					
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	11					
4	4	12	12	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	6			
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	12					
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	6			
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	13					
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	14					1
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	15					1
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	16					
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	17					2
