mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	8		
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1					
2	2	4	4	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	3	b7		
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	2					
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	4		
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	3					
2	2	4	4	4.0	0	0	Chord	4/4	2	1	1		1	1	4					
3	3	8	8	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	b7	5		
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	5					
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	4		
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	6					
3	3	8	8	4.0	0	0	Chord	4/4	2	1	1		1	1	7					
4	4	12	12	0.0	0	0	FiguredBass	4/4	1	1	0					1	5	3		
4	4	12	12	4.0	0	0	Chord	4/4	1	1	1		1	1	8					
4	4	12	12	4.0	0	0	Chord	4/4	2	1	1		1	1	9					
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5	3		
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	10					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	11					
6	6	20	20	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5	3		
6	6	20	20	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	12					
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	13					
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	4		
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	14					
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1		1	1	15					
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4	2		
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	16					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6__			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	17					
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	_			
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	18					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	19					0
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	20					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1	9	6		
8	8	28	28	4.0	0	0	Chord	4/4	1	1	1		1	1	21					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	7			
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	22					1
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	23					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	24					
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	25					
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	26					
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5	3		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	27					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	28					
11	11	40	40	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	29					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	30					
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	31					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	32					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	33					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	34					
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	35					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	36					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1	9			
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1		1	1	37					
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1	8			
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1		1	1	38					
13	13	52	52	0.0	1	1	FiguredBass	4/4	2	1	0					1	8			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	39					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	40					
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	41					
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	42					
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	43					
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	44					
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	4	3	
