mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	71					
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3			
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	72					
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	73					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	74					
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	75					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	76					
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	5			
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	77					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	5			
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	78					
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1	4h	2		
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	79					
25	25	96	96	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6			
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	80					
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	81					
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1	h			
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1		1	1	82					
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1		1	1	83					
27	27	104	104	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	84					
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	7			
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	85					
27	27	104	104	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6			
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	86					
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	6			
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	87					
28	28	108	108	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	88					
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	b7			
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	89					
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	90					
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	91					
29	29	112	112	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	9			
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	92					
29	29	114	114	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8			
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	93					
29	29	116	116	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	8			
29	29	118	118	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	4			
29	29	112	112	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	h			
29	29	112	112	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	94					
29	29	114	114	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	h			
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	95					
30	30	116	116	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5		
30	30	116	116	4.0	0	0	Chord	4/4	1	1	1		1	1	96					
30	30	116	116	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	b7			
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	97					
30	30	118	118	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	b7			
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	98					
30	30	120	120	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	8			
31	31	120	120	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
31	31	120	120	4.0	0	0	Chord	4/4	1	1	1		1	1	99					
31	31	120	120	4.0	0	0	Chord	4/4	2	1	1		1	1	100					
