mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0					
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	6			
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1					
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	2					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	3					
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	4					
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	6	4		
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	5					
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	6					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	7					
3	3	8	8	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	6			
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	8					
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	9			
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	9					
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	5		
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	10					0
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	11					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	12					1
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	13					
4	4	12	12	0.0	0	0	FiguredBass	4/4	1	1	0				1	6__	5__		
4	4	12	12	4.0	0	0	Chord	4/4	1	1	1	1	1	14					
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	_	_		
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	15					2
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	_			
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	16					
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	#__			
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	17					3
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	18					
5	5	16	16	0.0	0	0	FiguredBass	4/4	1	1	0				1	6			
5	5	16	16	4.0	0	0	Chord	4/4	1	1	1	1	1	19					
5	5	16	16	4.0	0	0	Chord	4/4	2	1	1	1	1	20					
6	6	20	20	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	8	3		
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	21					
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	7			
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	22					
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	23					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	24					
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	3	5		
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	25					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	6	5		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	26					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	27					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	28					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	6	4		
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	29					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	5__	3__	8	
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	30					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1/2			7__	
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	31					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2			7__	
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	32					
8	8	32	32	0.0	1	1	FiguredBass	4/4	2	1	0				1/2	_	_	_	
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0				1	8	3		
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1	1	1	33					
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1	1	1	34					
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	35					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	36					
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	37					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	38					
11	11	40	40	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	6			
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	39					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	4	2		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	40					
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	41					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	42					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0				1/2	6			
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	43					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0				1/2	6__	4__		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	44					
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45					4
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	46					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	47					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	48					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0				1	_	_		
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1	1	1	49					
13	13	52	52	0.0	1	1	FiguredBass	4/4	1	1	0				1	5__	4		
