mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	50				
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5h	
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	51				
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	52				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	53				
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5__	3__	
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	54				
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_	_	
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	55				
15	15	60	60	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	3	5	
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	56				1
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	57				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	58				
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	59				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	60				
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	61				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	62				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5	
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1		1	1	63				
17	17	64	64	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	64				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	65				
17	17	68	68	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	8		
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1		1	1	66				
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	67				
