mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1/4	5	3		
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	63					5
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	64					5
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	65					5
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	66					
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	67					
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1	4			
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1		1	1	68					
19	19	72	72	0.0	0	0	FiguredBass	4/4	2	1	0					1	3			
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1		1	1	69					
19	19	76	76	0.0	1	1	FiguredBass	4/4	2	1	0					1	3			
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5	3		
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	70					
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	71					
21	21	80	80	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	h7	5		
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	72					
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5	3		
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	73					
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	74					
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	75					
22	22	84	84	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5		
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	76					
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	77					
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	78					
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	79					
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	h5		
23	23	88	88	4.0	0	0	Chord	4/4	1	1	1		1	1	80					
23	23	88	88	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	5	3		
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	81					
23	23	89	89	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	8	3		
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	82					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	83					
