mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	21					
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0						1/2	_		
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	22					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	23					
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6__		
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	24					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	_		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	25					
7	7	28	28	0.0	1	1	FiguredBass	4/4	1	1	0						1/2	6__	3__	
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	_		
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	26					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0						1/4		_	
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	27					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	2	1	0						1/4		#	
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	28					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	29					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6		
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	30					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	31					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	6	5	
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	32					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	33					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	34					
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0						1	4	2	
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	35					
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0						1/2	6		
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	36					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	37					4
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	38					
10	10	36	36	0.0	0	0	FiguredBass	4/4	1	1	0						1	6__	h5__	
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	39					
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	_	_	
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	40					5
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	41					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	42					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	43					6
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	44					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6__		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	45					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	_		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	46					
12	12	48	48	0.0	1	1	FiguredBass	4/4	1	1	0						1/2	4__	3__	
12	12	44	44	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	_	_	
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	47					7
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	48					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	49					8
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	50					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6__	4__	
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	51					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	_	_	
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	52					
13	13	52	52	0.0	1	1	FiguredBass	4/4	1	1	0						1/2	6		
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	4	2	
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	53					9
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	54					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	55					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	56					
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6__		
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	57					
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	_		
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	58					
14	14	56	56	0.0	1	1	FiguredBass	4/4	1	1	0						1/2	6__	4__	
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	59					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	60					
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	61					
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	62					
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0						1	_	_	
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	63					
15	15	60	60	0.0	1	1	FiguredBass	4/4	1	1	0						1	5	4	
15	15	56	56	0.0	0	0	FiguredBass	4/4	2	1	0						1	3		
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	64					
15	15	60	60	0.0	1	1	FiguredBass	4/4	2	1	0						1	3		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	65					
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	66	53,,				
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	67					
17	17	66	66	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	68					
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	69					
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	70	d27				
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	71	31,n7				10
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	72					
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6		
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	73					
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	7		10
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	74	4d6				10
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	75					10
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	76					
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	77					11
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	78					
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	9		
19	19	72	72	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	79					
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	80					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6	5	
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	81					
19	19	72	72	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	7		
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	82					12
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	2	1	0						1/4	7		
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	83					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	2	1	0						1/4	6		
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	84					
19	19	75	75	0.0	3/4	3/4	FiguredBass	4/4	2	1	0						1/4	8		
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	85					
20	20	76	76	0.0	0	0	FiguredBass	4/4	1	1	0						1	8	3	
20	20	76	76	4.0	0	0	Chord	4/4	1	1	1		1	1	86					
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1		1	1	87					
